,0,1,2,3,4,5,6,7,8,9,10,11,12
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010601172481114265,0.21643031348296515,0.2335052092046893,0.32387716346425544,0.43843931024747657
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20629999999999996,0.22039606450785523,0.4685423349642224,0.15391788552791433,0.2763058979233471,0.4659072740212933
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14579999999999999,0.14579999999999999,0.1457636552603215,0.11372365884326202,0.19075750126896263,0.39689681425439993
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02410990096780886,0.44780697513275314,0.17766664861168266,0.22725307862167393,0.468651921483825
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12159999999999999,0.13099737633857014,0.30934512251834667,0.2055934757725593,0.23960891173297497,0.2976092842227448
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007664492375311093,0.14491764278076616,0.13572967506931827,0.12747388232340903,0.3088847467086325
2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015887196671559977,0.3132105129281669,0.1012738277855723,0.1123764907822182,0.14872096188747191
2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08780202818379441,0.16087708701602063,0.34083822392569946
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11100461931776036,0.18570835763426075,0.2847155868354921
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011188508502274899,0.19677664970643588,0.1185573444086118,0.15601743246776503,0.3820543909790218
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011188508502274899,0.19677664970643588,0.1185573444086118,0.15601743246776503,0.3820543909790218
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447312901073754,0.12115524050015257,0.29061995372188
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04426812987903074,0.11894956382203162,0.33714017883030833
2023-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018236540756202516,0.32073313359960076,0.06726252832904928,0.14491479720910985,0.3211540540605805
2023-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02421860400375787,0.09637629766634993,0.2558472020415026
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009426500438792994,0.19018335253184707,0.09524646141448467,0.1333042999917679,0.3521777942675803
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007664492375311093,0.1347984077598535,0.07735793252797825,0.07194052079487719,0.2508692267688736
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007664492375311093,0.1347984077598535,0.05002427651091259,0.0553789626862301,0.25051468253068965
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12159999999999999,0.12982270429624887,0.24842518466192126,0.07069951136628341,0.13001149065157308,0.2973349071346712
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00930549770401869,0.07907870814924893,0.2580557245284517
2023-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005902484311829188,0.11392852180747494,0.07400614342306773,0.11883941980477501,0.30210196147530965
2023-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009426500438792994,0.16607918775982097,0.024544330738645984,0.08572071635157737,0.29616587630231833
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011188508502274899,0.19677664970643588,0.02432680711801998,0.08375882184609312,0.3192727892653289
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011188508502274899,0.19712282584262994,0.0003437148796307707,0.052222388585056935,0.13453914542798706
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04571347435791687,0.13902645269562797
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014125188608078073,0.24842518466192126,0.05622138715507065,0.07775577805003042,0.2078443931793916
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016125793847911362,0.053362039100882726,0.18838219559404087
2023-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024395823798702344,0.013412448952870203,0.05518029282909454,0.18876046369154797
2023-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013537852586917436,0.27076163026658046,0.14125979417839696,0.10479812142533645,0.26478774499118496
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327794198367621,0.23985042319476496
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011188508502274899,0.22216190171838193,0.01236072594271839,0.037836561818175025,0.18473005925882444
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02716508164404425,0.1349474498575426
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013537852586917436,0.23809547767082417,0.018044793310300386,0.036168342720653474,0.14257330145304592
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012293862189567377,0.017735788222473278,0.13527627666455133
2023-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018369573027873283,0.04336599659149701,0.17138728405120282
2023-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
